x,y,z,date,scanner1,scanner2,scanner3,scanner4,dist1,dist2,dist3,dist4
0,6,1,2021-06-18 13:58:22.124000,-91,-91,-89,-82,10.7978,10.7978,9.2612,5.4117
0,6,1,2021-06-18 13:58:22.124000,-90,-94,-95,-87,10.0000,13.5936,14.6780,7.9433
0,6,1,2021-06-18 13:58:22.124000,-255,-255,-89,-86,3162277.6602,3162277.6602,9.2612,7.3564
0,6,1,2021-06-18 13:58:22.124000,-255,-255,-255,-86,3162277.6602,3162277.6602,3162277.6602,7.3564
0,6,1,2021-06-18 13:58:22.124000,-255,-255,-255,-86,3162277.6602,3162277.6602,3162277.6602,7.3564
0,6,1,2021-06-18 13:58:22.124000,-255,-255,-255,-85,3162277.6602,3162277.6602,3162277.6602,6.8129
0,6,1,2021-06-18 13:59:22.124000,-90,-93,-90,-87,10.0000,12.5893,10.0000,7.9433
0,6,1,2021-06-18 13:59:22.124000,-91,-93,-96,-85,10.7978,12.5893,15.8489,6.8129
0,6,1,2021-06-18 13:59:22.124000,-255,-255,-93,-83,3162277.6602,3162277.6602,12.5893,5.8434
0,6,1,2021-06-18 13:59:22.124000,-255,-255,-255,-88,3162277.6602,3162277.6602,3162277.6602,8.5770
0,6,1,2021-06-18 13:59:22.124000,-255,-255,-255,-87,3162277.6602,3162277.6602,3162277.6602,7.9433
0,6,1,2021-06-18 13:59:22.124000,-255,-255,-255,-85,3162277.6602,3162277.6602,3162277.6602,6.8129
0,6,1,2021-06-18 14:00:22.124000,-90,-91,-97,-84,10.0000,10.7978,17.1133,6.3096
0,6,1,2021-06-18 14:00:22.124000,-255,-96,-90,-85,3162277.6602,15.8489,10.0000,6.8129
0,6,1,2021-06-18 14:00:22.124000,-255,-255,-94,-87,3162277.6602,3162277.6602,13.5936,7.9433
0,6,1,2021-06-18 14:00:22.124000,-255,-255,-255,-83,3162277.6602,3162277.6602,3162277.6602,5.8434
0,6,1,2021-06-18 14:00:22.124000,-255,-255,-255,-91,3162277.6602,3162277.6602,3162277.6602,10.7978
0,6,1,2021-06-18 14:00:22.124000,-255,-255,-255,-87,3162277.6602,3162277.6602,3162277.6602,7.9433
0,6,1,2021-06-18 14:00:22.124000,-255,-255,-255,-90,3162277.6602,3162277.6602,3162277.6602,10.0000
0,6,1,2021-06-18 14:01:22.124000,-90,-255,-89,-86,10.0000,3162277.6602,9.2612,7.3564
0,6,1,2021-06-18 14:01:22.124000,-94,-255,-93,-87,13.5936,3162277.6602,12.5893,7.9433
0,6,1,2021-06-18 14:01:22.124000,-92,-255,-93,-86,11.6591,3162277.6602,12.5893,7.3564
0,6,1,2021-06-18 14:01:22.124000,-255,-255,-89,-84,3162277.6602,3162277.6602,9.2612,6.3096
