x,y,z,date,scanner1,scanner2,scanner3,scanner4,dist1,dist2,dist3,dist4
6,3,1,2021-06-18 11:43:50.955000,-86,-84,-93,-89,7.3564,6.3096,12.5893,9.2612
6,3,1,2021-06-18 11:43:50.955000,-69,-80,-255,-255,1.9953,4.6416,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:43:50.955000,-63,-78,-255,-255,1.2589,3.9811,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:43:50.955000,-68,-255,-255,-255,1.8478,3162277.6602,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:44:50.955000,-83,-79,-92,-88,5.8434,4.2987,11.6591,8.5770
6,3,1,2021-06-18 11:44:50.955000,-69,-80,-93,-89,1.9953,4.6416,12.5893,9.2612
6,3,1,2021-06-18 11:44:50.955000,-69,-82,-94,-255,1.9953,5.4117,13.5936,3162277.6602
6,3,1,2021-06-18 11:44:50.955000,-82,-79,-255,-255,5.4117,4.2987,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:44:50.955000,-69,-255,-255,-255,1.9953,3162277.6602,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:44:50.955000,-69,-255,-255,-255,1.9953,3162277.6602,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:44:50.955000,-64,-255,-255,-255,1.3594,3162277.6602,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:45:50.955000,-69,-82,-93,-90,1.9953,5.4117,12.5893,10.0000
6,3,1,2021-06-18 11:45:50.955000,-83,-79,-95,-255,5.8434,4.2987,14.6780,3162277.6602
6,3,1,2021-06-18 11:45:50.955000,-64,-79,-91,-255,1.3594,4.2987,10.7978,3162277.6602
6,3,1,2021-06-18 11:45:50.955000,-69,-78,-255,-255,1.9953,3.9811,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:45:50.955000,-63,-83,-255,-255,1.2589,5.8434,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:45:50.955000,-83,-79,-255,-255,5.8434,4.2987,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:46:50.955000,-63,-82,-101,-90,1.2589,5.4117,23.2631,10.0000
6,3,1,2021-06-18 11:46:50.955000,-64,-79,-255,-255,1.3594,4.2987,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:46:50.955000,-66,-79,-255,-255,1.5849,4.2987,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:46:50.955000,-71,-77,-255,-255,2.3263,3.6869,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:46:50.955000,-255,-85,-255,-255,3162277.6602,6.8129,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:46:50.955000,-255,-85,-255,-255,3162277.6602,6.8129,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:46:50.955000,-255,-79,-255,-255,3162277.6602,4.2987,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:47:50.955000,-71,-80,-96,-255,2.3263,4.6416,15.8489,3162277.6602
6,3,1,2021-06-18 11:47:50.955000,-60,-79,-92,-255,1.0000,4.2987,11.6591,3162277.6602
6,3,1,2021-06-18 11:47:50.955000,-72,-79,-94,-255,2.5119,4.2987,13.5936,3162277.6602
6,3,1,2021-06-18 11:47:50.955000,-75,-80,-255,-255,3.1623,4.6416,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:47:50.955000,-73,-79,-255,-255,2.7123,4.2987,3162277.6602,3162277.6602
6,3,1,2021-06-18 11:47:50.955000,-70,-80,-255,-255,2.1544,4.6416,3162277.6602,3162277.6602
4,3,1,2021-06-18 11:49:50.955000,-255,-85,-255,-255,3162277.6602,6.8129,3162277.6602,3162277.6602
4,3,1,2021-06-18 11:49:50.955000,-255,-80,-255,-255,3162277.6602,4.6416,3162277.6602,3162277.6602
4,3,1,2021-06-18 11:49:50.955000,-255,-88,-255,-255,3162277.6602,8.5770,3162277.6602,3162277.6602
