x,y,z,date,scanner1,scanner2,scanner3,scanner4,dist1,dist2,dist3,dist4
4,5,1,2021-08-01 22:12:25.992000,-69,-61,-75,-87,5.1365,2.7797,8.1408,20.4487
4,5,1,2021-08-01 22:12:25.992000,-68,-73,-72,-77,4.7570,6.9823,6.4665,9.4915
4,5,1,2021-08-01 22:12:25.992000,-72,-71,-74,-79,6.4665,5.9887,7.5393,11.0662
4,5,1,2021-08-01 22:12:25.992000,-66,-55,-73,-78,4.0801,1.7539,6.9823,10.2487
4,5,1,2021-08-01 22:12:25.992000,-94,-255,-75,-78,34.9945,50.0000,8.1408,10.2487
4,5,1,2021-08-01 22:12:25.992000,-68,-255,-255,-255,4.7570,50.0000,50.0000,50.0000
4,5,1,2021-08-01 22:12:25.992000,-69,-70,-61,-77,5.1365,5.5463,2.7797,9.4915
4,5,1,2021-08-01 22:12:25.992000,-77,-69,-58,-79,9.4915,5.1365,2.2080,11.0662
4,5,1,2021-08-01 22:12:25.992000,-73,-60,-61,-77,6.9823,2.5743,2.7797,9.4915
4,5,1,2021-08-01 22:12:25.992000,-69,-62,-61,-77,5.1365,3.0015,2.7797,9.4915
4,5,1,2021-08-01 22:12:25.992000,-69,-255,-255,-81,5.1365,50.0000,50.0000,12.9023
4,5,1,2021-08-01 22:12:25.992000,-73,-255,-255,-80,6.9823,50.0000,50.0000,11.9490
4,5,1,2021-08-01 22:12:25.992000,-75,-255,-255,-255,8.1408,50.0000,50.0000,50.0000
4,5,1,2021-08-01 22:12:25.992000,-73,-255,-255,-255,6.9823,50.0000,50.0000,50.0000
4,5,1,2021-08-01 22:13:25.992000,-67,-54,-86,-80,4.4055,1.6243,18.9380,11.9490
4,5,1,2021-08-01 22:13:25.992000,-87,-61,-73,-79,20.4487,2.7797,6.9823,11.0662
4,5,1,2021-08-01 22:13:25.992000,-68,-71,-93,-86,4.7570,5.9887,32.4091,18.9380
4,5,1,2021-08-01 22:13:25.992000,-71,-86,-74,-83,5.9887,18.9380,7.5393,15.0430
4,5,1,2021-08-01 22:13:25.992000,-76,-55,-70,-255,8.7902,1.7539,5.5463,50.0000
4,5,1,2021-08-01 22:13:25.992000,-68,-255,-255,-255,4.7570,50.0000,50.0000,50.0000
4,5,1,2021-08-01 22:13:25.992000,-67,-255,-255,-255,4.4055,50.0000,50.0000,50.0000
4,5,1,2021-08-01 22:13:25.992000,-72,-70,-58,-81,6.4665,5.5463,2.2080,12.9023
4,5,1,2021-08-01 22:13:25.992000,-69,-60,-61,-82,5.1365,2.5743,2.7797,13.9316
4,5,1,2021-08-01 22:13:25.992000,-77,-64,-62,-80,9.4915,3.4995,3.0015,11.9490
4,5,1,2021-08-01 22:13:25.992000,-72,-72,-59,-83,6.4665,6.4665,2.3841,15.0430
4,5,1,2021-08-01 22:13:25.992000,-69,-60,-61,-255,5.1365,2.5743,2.7797,50.0000
4,5,1,2021-08-01 22:13:25.992000,-73,-255,-255,-255,6.9823,50.0000,50.0000,50.0000
4,3,1,2021-08-01 21:52:25.992000,-76,-63,-60,-61,8.7902,3.2409,2.5743,2.7797
4,3,1,2021-08-01 21:52:25.992000,-77,-69,-60,-61,9.4915,5.1365,2.5743,2.7797
4,3,1,2021-08-01 21:52:25.992000,-70,-66,-66,-61,5.5463,4.0801,4.0801,2.7797
4,3,1,2021-08-01 21:52:25.992000,-81,-63,-61,-60,12.9023,3.2409,2.7797,2.5743
4,3,1,2021-08-01 21:52:25.992000,-77,-70,-66,-67,9.4915,5.5463,4.0801,4.4055
4,3,1,2021-08-01 21:52:25.992000,-80,-67,-255,-255,11.9490,4.4055,50.0000,50.0000
4,3,1,2021-08-01 21:52:25.992000,-75,-68,-53,-60,8.1408,4.7570,1.5043,2.5743
4,3,1,2021-08-01 21:52:25.992000,-74,-255,-57,-72,7.5393,50.0000,2.0449,6.4665
4,3,1,2021-08-01 21:52:25.992000,-76,-255,-81,-73,8.7902,50.0000,12.9023,6.9823
4,3,1,2021-08-01 21:52:25.992000,-255,-255,-53,-72,50.0000,50.0000,1.5043,6.4665
4,3,1,2021-08-01 21:52:25.992000,-255,-255,-55,-65,50.0000,50.0000,1.7539,3.7786
4,3,1,2021-08-01 21:54:25.992000,-80,-255,-66,-64,11.9490,50.0000,4.0801,3.4995
4,3,1,2021-08-01 21:54:25.992000,-71,-255,-60,-63,5.9887,50.0000,2.5743,3.2409
4,3,1,2021-08-01 21:54:25.992000,-78,-255,-71,-63,10.2487,50.0000,5.9887,3.2409
4,3,1,2021-08-01 21:54:25.992000,-80,-255,-72,-63,11.9490,50.0000,6.4665,3.2409
4,3,1,2021-08-01 21:54:25.992000,-255,-255,-61,-63,50.0000,50.0000,2.7797,3.2409
4,3,1,2021-08-01 21:54:25.992000,-255,-255,-61,-64,50.0000,50.0000,2.7797,3.4995
4,3,1,2021-08-01 21:54:25.992000,-255,-255,-60,-63,50.0000,50.0000,2.5743,3.2409
4,3,1,2021-08-01 21:54:25.992000,-75,-255,-56,-59,8.1408,50.0000,1.8938,2.3841
4,3,1,2021-08-01 21:54:25.992000,-75,-255,-54,-73,8.1408,50.0000,1.6243,6.9823
4,3,1,2021-08-01 21:54:25.992000,-255,-255,-54,-59,50.0000,50.0000,1.6243,2.3841
4,3,1,2021-08-01 21:54:25.992000,-255,-255,-84,-73,50.0000,50.0000,16.2430,6.9823
4,3,1,2021-08-01 21:54:25.992000,-255,-255,-78,-72,50.0000,50.0000,10.2487,6.4665
4,3,1,2021-08-01 21:55:25.992000,-255,-255,-62,-60,50.0000,50.0000,3.0015,2.5743
4,3,1,2021-08-01 21:55:25.992000,-255,-255,-60,-66,50.0000,50.0000,2.5743,4.0801
4,3,1,2021-08-01 21:55:25.992000,-255,-255,-66,-66,50.0000,50.0000,4.0801,4.0801
4,3,1,2021-08-01 21:55:25.992000,-255,-255,-65,-255,50.0000,50.0000,3.7786,50.0000
4,3,1,2021-08-01 21:55:25.992000,-255,-255,-54,-65,50.0000,50.0000,1.6243,3.7786
4,3,1,2021-08-01 21:55:25.992000,-255,-255,-55,-66,50.0000,50.0000,1.7539,4.0801
4,3,1,2021-08-01 21:55:25.992000,-255,-255,-53,-59,50.0000,50.0000,1.5043,2.3841
4,3,1,2021-08-01 21:55:25.992000,-255,-255,-57,-60,50.0000,50.0000,2.0449,2.5743
4,2,1,2021-08-01 21:39:25.992000,-78,-65,-54,-74,10.2487,3.7786,1.6243,7.5393
4,2,1,2021-08-01 21:39:25.992000,-93,-60,-64,-73,32.4091,2.5743,3.4995,6.9823
4,2,1,2021-08-01 21:39:25.992000,-86,-69,-52,-76,18.9380,5.1365,1.3932,8.7902
4,2,1,2021-08-01 21:39:25.992000,-87,-60,-82,-76,20.4487,2.5743,13.9316,8.7902
4,2,1,2021-08-01 21:39:25.992000,-79,-70,-52,-66,11.0662,5.5463,1.3932,4.0801
4,2,1,2021-08-01 21:39:25.992000,-93,-65,-55,-65,32.4091,3.7786,1.7539,3.7786
4,2,1,2021-08-01 21:39:25.992000,-255,-255,-50,-255,50.0000,50.0000,1.1949,50.0000
4,2,1,2021-08-01 21:39:25.992000,-77,-79,-55,-71,9.4915,11.0662,1.7539,5.9887
4,2,1,2021-08-01 21:39:25.992000,-82,-75,-45,-69,13.9316,8.1408,0.8141,5.1365
4,2,1,2021-08-01 21:39:25.992000,-79,-74,-55,-70,11.0662,7.5393,1.7539,5.5463
4,2,1,2021-08-01 21:39:25.992000,-84,-71,-45,-71,16.2430,5.9887,0.8141,5.9887
4,2,1,2021-08-01 21:39:25.992000,-79,-74,-48,-78,11.0662,7.5393,1.0249,10.2487
4,2,1,2021-08-01 21:39:25.992000,-81,-73,-45,-255,12.9023,6.9823,0.8141,50.0000
4,2,1,2021-08-01 21:39:25.992000,-255,-73,-255,-255,50.0000,6.9823,50.0000,50.0000
4,2,1,2021-08-01 21:39:25.992000,-255,-77,-255,-255,50.0000,9.4915,50.0000,50.0000
4,2,1,2021-08-01 21:41:25.992000,-86,-60,-50,-76,18.9380,2.5743,1.1949,8.7902
4,2,1,2021-08-01 21:41:25.992000,-82,-69,-50,-65,13.9316,5.1365,1.1949,3.7786
4,2,1,2021-08-01 21:41:25.992000,-89,-60,-66,-65,23.8415,2.5743,4.0801,3.7786
4,2,1,2021-08-01 21:41:25.992000,-78,-255,-52,-65,10.2487,50.0000,1.3932,3.7786
4,2,1,2021-08-01 21:41:25.992000,-84,-255,-54,-255,16.2430,50.0000,1.6243,50.0000
4,2,1,2021-08-01 21:41:25.992000,-255,-255,-65,-255,50.0000,50.0000,3.7786,50.0000
4,2,1,2021-08-01 21:41:25.992000,-82,-73,-48,-68,13.9316,6.9823,1.0249,4.7570
4,2,1,2021-08-01 21:41:25.992000,-78,-71,-51,-78,10.2487,5.9887,1.2902,10.2487
4,2,1,2021-08-01 21:41:25.992000,-88,-81,-46,-67,22.0800,12.9023,0.8790,4.4055
4,2,1,2021-08-01 21:41:25.992000,-82,-71,-51,-68,13.9316,5.9887,1.2902,4.7570
4,2,1,2021-08-01 21:41:25.992000,-89,-79,-54,-255,23.8415,11.0662,1.6243,50.0000
5,3,1,2021-08-01 22:49:25.992000,-80,-78,-255,-255,11.9490,10.2487,50.0000,50.0000
5,3,1,2021-08-01 22:49:25.992000,-81,-78,-255,-255,12.9023,10.2487,50.0000,50.0000
5,3,1,2021-08-01 22:49:25.992000,-79,-82,-255,-255,11.0662,13.9316,50.0000,50.0000
5,3,1,2021-08-01 22:49:25.992000,-81,-83,-255,-255,12.9023,15.0430,50.0000,50.0000
5,3,1,2021-08-01 22:49:25.992000,-81,-255,-255,-255,12.9023,50.0000,50.0000,50.0000
5,3,1,2021-08-01 22:49:25.992000,-95,-89,-255,-255,37.7862,23.8415,50.0000,50.0000
5,3,1,2021-08-01 22:49:25.992000,-255,-80,-255,-255,50.0000,11.9490,50.0000,50.0000
5,3,1,2021-08-01 22:49:25.992000,-255,-90,-255,-255,50.0000,25.7434,50.0000,50.0000
5,3,1,2021-08-01 22:49:25.992000,-255,-93,-255,-255,50.0000,32.4091,50.0000,50.0000
5,3,1,2021-08-01 22:49:25.992000,-255,-85,-255,-255,50.0000,17.5388,50.0000,50.0000
5,3,1,2021-08-01 22:49:25.992000,-255,-91,-255,-255,50.0000,27.7971,50.0000,50.0000
5,3,1,2021-08-01 22:50:25.992000,-81,-80,-255,-255,12.9023,11.9490,50.0000,50.0000
5,3,1,2021-08-01 22:50:25.992000,-80,-78,-255,-255,11.9490,10.2487,50.0000,50.0000
5,3,1,2021-08-01 22:50:25.992000,-80,-82,-255,-255,11.9490,13.9316,50.0000,50.0000
5,3,1,2021-08-01 22:50:25.992000,-97,-90,-255,-255,44.0555,25.7434,50.0000,50.0000
5,3,1,2021-08-01 22:50:25.992000,-255,-82,-255,-255,50.0000,13.9316,50.0000,50.0000
5,3,1,2021-08-01 22:50:25.992000,-255,-87,-255,-255,50.0000,20.4487,50.0000,50.0000
5,3,1,2021-08-01 22:50:25.992000,-255,-80,-255,-255,50.0000,11.9490,50.0000,50.0000
5,3,1,2021-08-01 22:51:25.992000,-80,-79,-79,-255,11.9490,11.0662,11.0662,50.0000
5,3,1,2021-08-01 22:51:25.992000,-81,-82,-64,-255,12.9023,13.9316,3.4995,50.0000
5,3,1,2021-08-01 22:51:25.992000,-80,-79,-59,-255,11.9490,11.0662,2.3841,50.0000
5,3,1,2021-08-01 22:51:25.992000,-255,-255,-64,-255,50.0000,50.0000,3.4995,50.0000
5,3,1,2021-08-01 22:51:25.992000,-255,-90,-63,-255,50.0000,25.7434,3.2409,50.0000
5,3,1,2021-08-01 22:51:25.992000,-255,-80,-64,-255,50.0000,11.9490,3.4995,50.0000
5,3,1,2021-08-01 22:51:25.992000,-255,-88,-60,-255,50.0000,22.0800,2.5743,50.0000
5,3,1,2021-08-01 22:51:25.992000,-255,-92,-255,-255,50.0000,30.0147,50.0000,50.0000
5,3,1,2021-08-01 22:51:25.992000,-255,-85,-255,-255,50.0000,17.5388,50.0000,50.0000
5,3,1,2021-08-01 22:52:25.992000,-82,-79,-59,-255,13.9316,11.0662,2.3841,50.0000
5,3,1,2021-08-01 22:52:25.992000,-81,-84,-79,-255,12.9023,16.2430,11.0662,50.0000
5,3,1,2021-08-01 22:52:25.992000,-82,-78,-58,-255,13.9316,10.2487,2.2080,50.0000
5,3,1,2021-08-01 22:52:25.992000,-81,-255,-59,-255,12.9023,50.0000,2.3841,50.0000
5,3,1,2021-08-01 22:52:25.992000,-255,-255,-77,-255,50.0000,50.0000,9.4915,50.0000
5,3,1,2021-08-01 22:52:25.992000,-255,-255,-60,-255,50.0000,50.0000,2.5743,50.0000
5,3,1,2021-08-01 22:52:25.992000,-255,-255,-77,-255,50.0000,50.0000,9.4915,50.0000
5,3,1,2021-08-01 22:52:25.992000,-255,-80,-63,-255,50.0000,11.9490,3.2409,50.0000
5,3,1,2021-08-01 22:52:25.992000,-255,-89,-63,-255,50.0000,23.8415,3.2409,50.0000
5,3,1,2021-08-01 22:52:25.992000,-255,-89,-60,-255,50.0000,23.8415,2.5743,50.0000
5,3,1,2021-08-01 22:52:25.992000,-255,-80,-63,-255,50.0000,11.9490,3.2409,50.0000
5,3,1,2021-08-01 22:52:25.992000,-255,-89,-62,-255,50.0000,23.8415,3.0015,50.0000
5,3,1,2021-08-01 22:52:25.992000,-255,-89,-63,-255,50.0000,23.8415,3.2409,50.0000
5,3,1,2021-08-01 22:52:25.992000,-255,-79,-255,-255,50.0000,11.0662,50.0000,50.0000
5,3,1,2021-08-01 22:53:25.992000,-255,-255,-59,-255,50.0000,50.0000,2.3841,50.0000
5,3,1,2021-08-01 22:53:25.992000,-255,-255,-63,-255,50.0000,50.0000,3.2409,50.0000
5,3,1,2021-08-01 22:53:25.992000,-255,-255,-64,-255,50.0000,50.0000,3.4995,50.0000
5,3,1,2021-08-01 22:53:25.992000,-255,-255,-64,-255,50.0000,50.0000,3.4995,50.0000
5,3,1,2021-08-01 22:53:25.992000,-255,-255,-64,-255,50.0000,50.0000,3.4995,50.0000
