x,y,z,date,scanner1,scanner2,scanner3
3,4,1,2021-08-01 21:33:53.308000,-84,-84,-83
3,4,1,2021-08-01 21:33:53.308000,-78,-92,-94
3,4,1,2021-08-01 21:33:53.308000,-79,-89,-84
3,4,1,2021-08-01 21:33:53.308000,-88,-255,-96
3,4,1,2021-08-01 21:33:53.308000,-78,-255,-84
4,4,1,2021-08-01 21:34:53.308000,-84,-82,-84
4,4,1,2021-08-01 21:34:53.308000,-84,-84,-85
4,4,1,2021-08-01 21:34:53.308000,-77,-92,-84
4,4,1,2021-08-01 21:34:53.308000,-90,-84,-87
4,4,1,2021-08-01 21:34:53.308000,-84,-91,-87
4,4,1,2021-08-01 21:34:53.308000,-84,-85,-87
4,4,1,2021-08-01 21:34:53.308000,-255,-91,-88
4,4,1,2021-08-01 21:34:53.308000,-255,-255,-87
4,4,1,2021-08-01 21:35:53.308000,-77,-88,-255
4,4,1,2021-08-01 21:35:53.308000,-77,-83,-255
4,4,1,2021-08-01 21:35:53.308000,-83,-82,-255
4,4,1,2021-08-01 21:35:53.308000,-83,-92,-255
4,4,1,2021-08-01 21:35:53.308000,-84,-88,-255
4,4,1,2021-08-01 21:35:53.308000,-88,-86,-255
4,4,1,2021-08-01 21:35:53.308000,-82,-91,-255
2,4,1,2021-08-01 21:36:53.308000,-255,-255,-92
2,4,1,2021-08-01 21:36:53.308000,-255,-255,-78
2,4,1,2021-08-01 21:36:53.308000,-255,-255,-87
2,4,1,2021-08-01 21:36:53.308000,-255,-255,-80
2,4,1,2021-08-01 21:36:53.308000,-255,-255,-92
2,4,1,2021-08-01 21:36:53.308000,-255,-255,-86
2,4,1,2021-08-01 21:36:53.308000,-255,-255,-95
1,4,1,2021-08-01 21:37:53.308000,-84,-68,-96
1,4,1,2021-08-01 21:37:53.308000,-77,-86,-84
1,4,1,2021-08-01 21:37:53.308000,-82,-70,-95
1,4,1,2021-08-01 21:37:53.308000,-76,-69,-255
1,4,1,2021-08-01 21:37:53.308000,-77,-83,-255
1,4,1,2021-08-01 21:37:53.308000,-255,-71,-255
1,4,1,2021-08-01 21:37:53.308000,-83,-79,-83
1,4,1,2021-08-01 21:37:53.308000,-93,-89,-84
1,4,1,2021-08-01 21:37:53.308000,-92,-91,-90
1,4,1,2021-08-01 21:37:53.308000,-83,-79,-255
1,4,1,2021-08-01 21:37:53.308000,-255,-86,-255
1,4,1,2021-08-01 21:38:53.308000,-76,-68,-92
1,4,1,2021-08-01 21:38:53.308000,-82,-68,-94
1,4,1,2021-08-01 21:38:53.308000,-255,-71,-86
1,4,1,2021-08-01 21:38:53.308000,-255,-71,-85
1,4,1,2021-08-01 21:38:53.308000,-81,-86,-88
1,4,1,2021-08-01 21:38:53.308000,-94,-79,-84
1,4,1,2021-08-01 21:38:53.308000,-84,-91,-83
1,4,1,2021-08-01 21:38:53.308000,-80,-79,-83
1,4,1,2021-08-01 21:38:53.308000,-93,-255,-255
1,4,1,2021-08-01 21:38:53.308000,-84,-255,-255
2,4,1,2021-08-01 21:39:53.308000,-84,-86,-82
2,4,1,2021-08-01 21:39:53.308000,-84,-79,-90
2,4,1,2021-08-01 21:39:53.308000,-84,-87,-90
2,4,1,2021-08-01 21:39:53.308000,-80,-87,-255
2,4,1,2021-08-01 21:39:53.308000,-83,-89,-255
2,4,1,2021-08-01 21:39:53.308000,-84,-86,-255
2,4,1,2021-08-01 21:39:53.308000,-83,-255,-255
2,4,1,2021-08-01 21:39:53.308000,-82,-83,-88
2,4,1,2021-08-01 21:39:53.308000,-83,-83,-85
2,4,1,2021-08-01 21:39:53.308000,-77,-71,-99
2,4,1,2021-08-01 21:39:53.308000,-255,-83,-255
2,4,1,2021-08-01 21:39:53.308000,-255,-91,-255
2,4,1,2021-08-01 21:39:53.308000,-255,-83,-255
1,4,1,2021-08-01 21:40:53.308000,-76,-84,-255
1,4,1,2021-08-01 21:40:53.308000,-77,-81,-255
1,4,1,2021-08-01 21:40:53.308000,-84,-69,-255
1,4,1,2021-08-01 21:40:53.308000,-83,-80,-255
1,4,1,2021-08-01 21:40:53.308000,-92,-88,-255
1,4,1,2021-08-01 21:40:53.308000,-85,-87,-255
1,4,1,2021-08-01 21:40:53.308000,-81,-79,-255
1,4,1,2021-08-01 21:40:53.308000,-95,-87,-255
1,4,1,2021-08-01 21:40:53.308000,-83,-255,-255
1,4,1,2021-08-01 21:40:53.308000,-84,-255,-255
1,4,1,2021-08-01 21:41:53.308000,-77,-69,-85
1,4,1,2021-08-01 21:41:53.308000,-83,-71,-86
1,4,1,2021-08-01 21:41:53.308000,-76,-68,-255
1,4,1,2021-08-01 21:41:53.308000,-76,-70,-255
1,4,1,2021-08-01 21:41:53.308000,-255,-94,-255
1,4,1,2021-08-01 21:41:53.308000,-255,-69,-255
1,4,1,2021-08-01 21:41:53.308000,-255,-83,-255
1,4,1,2021-08-01 21:41:53.308000,-83,-87,-81
1,4,1,2021-08-01 21:41:53.308000,-94,-87,-84
1,4,1,2021-08-01 21:41:53.308000,-80,-255,-255
1,4,1,2021-08-01 21:41:53.308000,-84,-255,-255
1,4,1,2021-08-01 21:41:53.308000,-84,-255,-255
1,4,1,2021-08-01 21:41:53.308000,-85,-255,-255
3,5,1,2021-08-01 21:43:53.308000,-89,-78,-255
3,5,1,2021-08-01 21:43:53.308000,-83,-83,-255
3,5,1,2021-08-01 21:43:53.308000,-78,-87,-255
3,5,1,2021-08-01 21:43:53.308000,-83,-82,-255
3,5,1,2021-08-01 21:43:53.308000,-77,-88,-255
3,5,1,2021-08-01 21:43:53.308000,-89,-84,-255
3,5,1,2021-08-01 21:43:53.308000,-255,-77,-255
3,5,1,2021-08-01 21:43:53.308000,-83,-87,-255
3,5,1,2021-08-01 21:43:53.308000,-82,-83,-255
3,5,1,2021-08-01 21:43:53.308000,-85,-82,-255
3,5,1,2021-08-01 21:43:53.308000,-81,-84,-255
3,5,1,2021-08-01 21:43:53.308000,-89,-85,-255
3,5,1,2021-08-01 21:43:53.308000,-81,-255,-255
3,5,1,2021-08-01 21:44:53.308000,-83,-255,-255
3,5,1,2021-08-01 21:44:53.308000,-77,-255,-255
3,5,1,2021-08-01 21:44:53.308000,-83,-255,-255
3,5,1,2021-08-01 21:44:53.308000,-77,-255,-255
3,5,1,2021-08-01 21:44:53.308000,-84,-255,-255
3,5,1,2021-08-01 21:44:53.308000,-89,-255,-255
3,5,1,2021-08-01 21:44:53.308000,-81,-255,-255
3,5,1,2021-08-01 21:44:53.308000,-85,-255,-255
3,5,1,2021-08-01 21:45:53.308000,-77,-88,-90
3,5,1,2021-08-01 21:45:53.308000,-83,-77,-93
3,5,1,2021-08-01 21:45:53.308000,-85,-88,-93
3,5,1,2021-08-01 21:45:53.308000,-77,-77,-93
3,5,1,2021-08-01 21:45:53.308000,-84,-84,-255
3,5,1,2021-08-01 21:45:53.308000,-255,-87,-255
3,5,1,2021-08-01 21:45:53.308000,-85,-85,-89
3,5,1,2021-08-01 21:45:53.308000,-80,-82,-91
3,5,1,2021-08-01 21:45:53.308000,-85,-84,-255
3,5,1,2021-08-01 21:45:53.308000,-81,-255,-255
3,5,1,2021-08-01 21:45:53.308000,-84,-255,-255
3,5,1,2021-08-01 21:48:53.308000,-255,-255,-93
3,5,1,2021-08-01 21:48:53.308000,-255,-255,-91
3,5,1,2021-08-01 21:48:53.308000,-255,-255,-93
3,5,1,2021-08-01 21:48:53.308000,-255,-255,-89
3,5,1,2021-08-01 21:48:53.308000,-255,-255,-90
3,5,1,2021-08-01 21:48:53.308000,-255,-255,-94
1,5,1,2021-08-01 21:50:53.308000,-74,-255,-255
1,5,1,2021-08-01 21:50:53.308000,-79,-255,-255
1,5,1,2021-08-01 21:50:53.308000,-73,-255,-255
1,5,1,2021-08-01 21:50:53.308000,-81,-255,-255
1,5,1,2021-08-01 21:50:53.308000,-74,-255,-255
1,5,1,2021-08-01 21:50:53.308000,-74,-255,-255
1,5,1,2021-08-01 21:50:53.308000,-79,-255,-255
1,5,1,2021-08-01 21:50:53.308000,-81,-255,-255
1,5,1,2021-08-01 21:50:53.308000,-77,-255,-255
1,5,1,2021-08-01 21:50:53.308000,-74,-255,-255
1,5,1,2021-08-01 21:50:53.308000,-83,-255,-255
1,5,1,2021-08-01 21:50:53.308000,-75,-255,-255
1,5,1,2021-08-01 21:50:53.308000,-74,-255,-255
2,5,1,2021-08-01 21:51:53.308000,-80,-81,-94
2,5,1,2021-08-01 21:51:53.308000,-76,-83,-94
2,5,1,2021-08-01 21:51:53.308000,-83,-82,-255
2,5,1,2021-08-01 21:51:53.308000,-75,-83,-255
2,5,1,2021-08-01 21:51:53.308000,-75,-255,-255
2,5,1,2021-08-01 21:51:53.308000,-81,-92,-98
2,5,1,2021-08-01 21:51:53.308000,-74,-77,-255
2,5,1,2021-08-01 21:51:53.308000,-80,-90,-255
2,5,1,2021-08-01 21:51:53.308000,-81,-255,-255
2,5,1,2021-08-01 21:51:53.308000,-81,-255,-255
2,5,1,2021-08-01 21:51:53.308000,-74,-255,-255
2,5,1,2021-08-01 21:51:53.308000,-81,-255,-255
1,5,1,2021-08-01 21:52:53.308000,-79,-77,-92
1,5,1,2021-08-01 21:52:53.308000,-81,-91,-90
1,5,1,2021-08-01 21:52:53.308000,-80,-77,-94
1,5,1,2021-08-01 21:52:53.308000,-82,-92,-255
1,5,1,2021-08-01 21:52:53.308000,-255,-77,-255
1,5,1,2021-08-01 21:52:53.308000,-81,-83,-255
1,5,1,2021-08-01 21:52:53.308000,-76,-79,-255
1,5,1,2021-08-01 21:52:53.308000,-74,-255,-255
1,5,1,2021-08-01 21:52:53.308000,-76,-255,-255
1,5,1,2021-08-01 21:52:53.308000,-75,-255,-255
1,5,1,2021-08-01 21:53:53.308000,-82,-77,-93
1,5,1,2021-08-01 21:53:53.308000,-74,-77,-93
1,5,1,2021-08-01 21:53:53.308000,-82,-76,-91
1,5,1,2021-08-01 21:53:53.308000,-80,-91,-93
1,5,1,2021-08-01 21:53:53.308000,-73,-89,-255
1,5,1,2021-08-01 21:53:53.308000,-74,-80,-95
1,5,1,2021-08-01 21:53:53.308000,-82,-84,-92
1,5,1,2021-08-01 21:53:53.308000,-76,-255,-255
1,5,1,2021-08-01 21:53:53.308000,-73,-255,-255
1,5,1,2021-08-01 21:53:53.308000,-81,-255,-255
1,5,1,2021-08-01 21:53:53.308000,-74,-255,-255
