x,y,z,date,scanner1,scanner2,scanner3
0,1,1,2021-08-01 23:00:53.308000,-87,-255,-255
0,0,1,2021-08-01 23:43:53.308000,-78,-255,-90
0,0,1,2021-08-01 23:43:53.308000,-80,-255,-255
0,0,1,2021-08-01 23:43:53.308000,-81,-255,-255
0,0,1,2021-08-01 23:43:53.308000,-78,-255,-255
0,0,1,2021-08-01 23:43:53.308000,-79,-255,-255
0,0,1,2021-08-01 23:43:53.308000,-80,-255,-255
0,0,1,2021-08-01 23:43:53.308000,-82,-255,-255
0,0,1,2021-08-01 23:44:53.308000,-255,-255,-95
0,0,1,2021-08-01 23:44:53.308000,-255,-255,-91
0,0,1,2021-08-01 23:44:53.308000,-255,-255,-99
0,0,1,2021-08-01 23:44:53.308000,-255,-255,-93
0,0,1,2021-08-01 23:44:53.308000,-255,-255,-95
0,0,1,2021-08-01 23:45:53.308000,-79,-255,-97
0,0,1,2021-08-01 23:45:53.308000,-80,-255,-97
0,0,1,2021-08-01 23:45:53.308000,-79,-255,-255
0,0,1,2021-08-01 23:45:53.308000,-79,-255,-255
0,0,1,2021-08-01 23:45:53.308000,-80,-255,-255
0,0,1,2021-08-01 23:45:53.308000,-82,-255,-255
0,0,1,2021-08-01 23:46:53.308000,-78,-255,-91
0,0,1,2021-08-01 23:46:53.308000,-81,-255,-94
0,0,1,2021-08-01 23:46:53.308000,-79,-255,-255
0,0,1,2021-08-01 23:46:53.308000,-81,-255,-255
0,0,1,2021-08-01 23:47:53.308000,-78,-255,-93
0,0,1,2021-08-01 23:47:53.308000,-80,-255,-255
0,0,1,2021-08-01 23:47:53.308000,-78,-255,-255
0,0,1,2021-08-01 23:47:53.308000,-81,-255,-255
0,0,1,2021-08-01 23:48:53.308000,-83,-255,-255
0,0,1,2021-08-01 23:48:53.308000,-80,-255,-255
0,0,1,2021-08-01 23:48:53.308000,-81,-255,-255
0,0,1,2021-08-01 23:48:53.308000,-83,-255,-255
0,0,1,2021-08-01 23:48:53.308000,-80,-255,-255
0,0,1,2021-08-01 23:48:53.308000,-77,-255,-255
5,0,1,2021-08-01 23:31:53.308000,-255,-255,-74
5,0,1,2021-08-01 23:31:53.308000,-255,-255,-74
5,0,1,2021-08-01 23:31:53.308000,-255,-255,-86
5,0,1,2021-08-01 23:31:53.308000,-255,-255,-74
5,0,1,2021-08-01 23:31:53.308000,-255,-255,-85
5,0,1,2021-08-01 23:31:53.308000,-255,-255,-74
5,0,1,2021-08-01 23:31:53.308000,-255,-255,-89
5,0,1,2021-08-01 23:31:53.308000,-255,-255,-79
5,0,1,2021-08-01 23:31:53.308000,-255,-255,-77
5,0,1,2021-08-01 23:31:53.308000,-255,-255,-77
5,0,1,2021-08-01 23:31:53.308000,-255,-255,-77
5,0,1,2021-08-01 23:34:53.308000,-255,-255,-87
5,0,1,2021-08-01 23:34:53.308000,-255,-255,-74
5,0,1,2021-08-01 23:34:53.308000,-255,-255,-88
5,0,1,2021-08-01 23:34:53.308000,-255,-255,-86
5,0,1,2021-08-01 23:34:53.308000,-255,-255,-77
5,0,1,2021-08-01 23:34:53.308000,-255,-255,-88
5,0,1,2021-08-01 23:34:53.308000,-255,-255,-77
5,0,1,2021-08-01 23:34:53.308000,-255,-255,-85
5,0,1,2021-08-01 23:35:53.308000,-255,-255,-73
5,0,1,2021-08-01 23:35:53.308000,-255,-255,-85
5,0,1,2021-08-01 23:35:53.308000,-255,-255,-86
3,0,1,2021-08-01 23:38:53.308000,-95,-255,-89
3,0,1,2021-08-01 23:38:53.308000,-255,-255,-91
3,0,1,2021-08-01 23:38:53.308000,-255,-255,-87
3,0,1,2021-08-01 23:38:53.308000,-255,-255,-89
3,0,1,2021-08-01 23:38:53.308000,-255,-255,-88
3,0,1,2021-08-01 23:39:53.308000,-255,-255,-88
3,0,1,2021-08-01 23:39:53.308000,-255,-255,-88
3,0,1,2021-08-01 23:39:53.308000,-255,-255,-96
3,0,1,2021-08-01 23:40:53.308000,-255,-255,-90
3,0,1,2021-08-01 23:40:53.308000,-255,-255,-91
3,0,1,2021-08-01 23:40:53.308000,-255,-255,-90
3,0,1,2021-08-01 23:40:53.308000,-255,-255,-89
3,0,1,2021-08-01 23:40:53.308000,-255,-255,-90
3,0,1,2021-08-01 23:40:53.308000,-255,-255,-89
3,0,1,2021-08-01 23:40:53.308000,-255,-255,-100
3,0,1,2021-08-01 23:40:53.308000,-255,-255,-98
3,0,1,2021-08-01 23:41:53.308000,-255,-255,-87
3,0,1,2021-08-01 23:41:53.308000,-255,-255,-90
3,0,1,2021-08-01 23:41:53.308000,-255,-255,-90
3,0,1,2021-08-01 23:42:53.308000,-255,-255,-89
3,0,1,2021-08-01 23:42:53.308000,-255,-255,-90
3,0,1,2021-08-01 23:42:53.308000,-255,-255,-91
3,0,1,2021-08-01 23:42:53.308000,-255,-255,-90
3,0,1,2021-08-01 23:42:53.308000,-255,-255,-93
